InvoiceNo,CustomerID,Country,StockCode,Description,Quantity,UnitPrice,Revenue,Year,Month
547042,,United Kingdom,22322,BIRD DECORATION GREEN POLKADOT,5,1.63,8.149999999999999,2011,3
549943,13544.0,United Kingdom,21617,4 LILY  BOTANICAL DINNER CANDLES,1,3.75,3.75,2011,4
570225,16595.0,United Kingdom,23157,SET OF 6 NATIVITY MAGNETS ,4,2.08,8.32,2011,10
554816,17550.0,United Kingdom,23144,ZINC T-LIGHT HOLDER STARS SMALL,3,0.83,2.4899999999999998,2011,5
557316,17299.0,United Kingdom,22814,CARD PARTY GAMES ,12,0.42,5.04,2011,6
538853,16805.0,United Kingdom,17165D,ASS COL LARGE SAND FROG P'WEIGHT,4,1.05,4.2,2010,12
569732,13177.0,United Kingdom,23126,FELTCRAFT GIRL AMELIE KIT,4,4.95,19.8,2011,10
568191,16655.0,United Kingdom,22941,CHRISTMAS LIGHTS 10 REINDEER,6,8.5,51.0,2011,9
539009,13221.0,United Kingdom,79329,PINK FLOCK GLASS CANDLEHOLDER,6,1.65,9.899999999999999,2010,12
558558,17841.0,United Kingdom,15044B,BLUE PAPER PARASOL ,1,2.95,2.95,2011,6
571743,15853.0,United Kingdom,23048,SET OF 10 LANTERNS FAIRY LIGHT STAR,1,4.15,4.15,2011,10
559055,,United Kingdom,84509A,SET OF 4 ENGLISH ROSE PLACEMATS,8,3.29,26.32,2011,7
580367,,United Kingdom,21990,MODERN FLORAL STATIONERY SET,4,2.46,9.84,2011,12
580509,12719.0,France,23367,SET 12 COLOUR PENCILS SPACEBOY ,16,0.65,10.4,2011,12
574481,18022.0,United Kingdom,21452,TOADSTOOL MONEY BOX,1,2.95,2.95,2011,11
552822,15521.0,United Kingdom,23054,RECYCLED ACAPULCO MAT LAVENDER,1,8.25,8.25,2011,5
563196,14406.0,United Kingdom,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2.55,15.299999999999999,2011,8
564023,17562.0,United Kingdom,22219,LOVEBIRD HANGING DECORATION WHITE ,12,0.85,10.2,2011,8
546679,13121.0,United Kingdom,23002,TRAVEL CARD WALLET SKULLS,6,0.42,2.52,2011,3
579516,17841.0,United Kingdom,22514,CHILDS GARDEN SPADE BLUE,2,2.1,4.2,2011,11
565596,16444.0,United Kingdom,23068,ALUMINIUM STAMPED HEART,8,2.49,19.92,2011,9
546891,,United Kingdom,22258,FELT FARM ANIMAL RABBIT,1,2.46,2.46,2011,3
553927,17381.0,United Kingdom,22619,SET OF 6 SOLDIER SKITTLES,20,3.39,67.8,2011,5
577358,,United Kingdom,22817,CARD SUKI BIRTHDAY,1,0.42,0.42,2011,11
566440,15755.0,United Kingdom,23354,6 GIFT TAGS 50'S CHRISTMAS ,12,0.83,9.959999999999999,2011,9
544316,16556.0,United Kingdom,22024,RAINY LADIES BIRTHDAY CARD,12,0.42,5.04,2011,2
580727,14096.0,United Kingdom,21867,PINK UNION JACK  LUGGAGE TAG,3,2.46,7.38,2011,12
575176,,United Kingdom,22135,MINI LADLE LOVE HEART PINK,2,0.83,1.66,2011,11
547967,,United Kingdom,22960,JAM MAKING SET WITH JARS,1,8.29,8.29,2011,3
579391,14251.0,United Kingdom,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,40,2.55,102.0,2011,11
572969,13363.0,United Kingdom,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,24,0.29,6.959999999999999,2011,10
569566,14739.0,United Kingdom,23114,VINTAGE LEAF CHOPPING BOARD  ,6,4.95,29.700000000000003,2011,10
568578,15301.0,United Kingdom,21534,DAIRY MAID LARGE MILK JUG,4,4.95,19.8,2011,9
578316,14189.0,United Kingdom,22818,CARD CHRISTMAS VILLAGE,24,0.42,10.08,2011,11
546896,,United Kingdom,22631,CIRCUS PARADE LUNCH BOX ,1,4.13,4.13,2011,3
536876,,United Kingdom,22904,CALENDAR PAPER CUT DESIGN,4,5.91,23.64,2010,12
543232,13113.0,United Kingdom,22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,6,0.85,5.1,2011,2
549129,17042.0,United Kingdom,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1,2.08,2.08,2011,4
537377,15882.0,United Kingdom,72807A,SET/3 ROSE CANDLE IN JEWELLED BOX,12,4.25,51.0,2010,12
542098,16531.0,United Kingdom,21717,EASTER TIN BUCKET,8,2.55,20.4,2011,1
574034,17841.0,United Kingdom,22594,CHRISTMAS GINGHAM TREE,2,0.85,1.7,2011,11
560862,14085.0,United Kingdom,21877,HOME SWEET HOME MUG,6,1.25,7.5,2011,7
553415,12463.0,Belgium,22077,6 RIBBONS RUSTIC CHARM,12,1.65,19.799999999999997,2011,5
549099,16241.0,United Kingdom,35961,FOLKART ZINC HEART CHRISTMAS DEC,2,0.85,1.7,2011,4
547069,16710.0,United Kingdom,22232,JIGSAW TOADSTOOLS 3 PIECE,2,1.65,3.3,2011,3
549127,14403.0,United Kingdom,22456,NATURAL SLATE CHALKBOARD LARGE ,18,4.25,76.5,2011,4
540458,12501.0,Germany,21883,STARS GIFT TAPE ,24,0.19,4.5600000000000005,2011,1
550008,15570.0,United Kingdom,22607,WOODEN ROUNDERS GARDEN SET ,2,9.95,19.9,2011,4
550332,13474.0,United Kingdom,82581,TOILET METAL SIGN,3,0.55,1.6500000000000001,2011,4
539083,13317.0,United Kingdom,22961,JAM MAKING SET PRINTED,12,1.45,17.4,2010,12
569533,16374.0,United Kingdom,21755,LOVE BUILDING BLOCK WORD,1,6.25,6.25,2011,10
571563,16249.0,United Kingdom,22865,HAND WARMER OWL DESIGN,12,2.1,25.200000000000003,2011,10
548514,,United Kingdom,20711,JUMBO BAG TOYS ,5,4.13,20.65,2011,3
556243,,United Kingdom,23168,CLASSIC CAFE SUGAR DISPENSER,1,2.46,2.46,2011,6
561247,16592.0,United Kingdom,23247,BISCUIT TIN 50'S CHRISTMAS,12,2.89,34.68,2011,7
538566,,United Kingdom,22408,MONEY BOX CONFECTIONERY DESIGN,1,2.51,2.51,2010,12
545897,,United Kingdom,84596E,SMALL LICORICE DES PINK BOWL,1,0.83,0.83,2011,3
539437,,United Kingdom,21790,VINTAGE SNAP CARDS,6,1.66,9.959999999999999,2010,12
543200,,United Kingdom,22195,LARGE HEART MEASURING SPOONS,4,3.29,13.16,2011,2
579555,16241.0,United Kingdom,21034,REX CASH+CARRY JUMBO SHOPPER,2,0.95,1.9,2011,11
566446,,United Kingdom,35916B,BLUE FELT HANGING HEART WITH FLOWER,1,1.63,1.63,2011,9
570103,15719.0,United Kingdom,22993,SET OF 4 PANTRY JELLY MOULDS,2,1.25,2.5,2011,10
564660,15074.0,United Kingdom,22271,FELTCRAFT DOLL ROSIE,6,2.95,17.700000000000003,2011,8
547083,15452.0,United Kingdom,21899,"KEY FOB , GARAGE DESIGN",3,0.65,1.9500000000000002,2011,3
551286,13767.0,United Kingdom,22698,PINK REGENCY TEACUP AND SAUCER,6,2.95,17.700000000000003,2011,4
561511,15624.0,United Kingdom,22287,DECORATION WOBBLY CHICKEN,24,0.39,9.36,2011,7
565967,14646.0,Netherlands,23291,DOLLY GIRL CHILDRENS CUP,24,1.25,30.0,2011,9
556484,16938.0,United Kingdom,21531,RED RETROSPOT SUGAR JAM BOWL,2,2.55,5.1,2011,6
568213,15214.0,United Kingdom,47504K,ENGLISH ROSE GARDEN SECATEURS,12,0.79,9.48,2011,9
566193,14961.0,United Kingdom,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,12,1.25,15.0,2011,9
575607,14096.0,United Kingdom,90119,METALIC LEAVES BAG CHARMS,5,2.46,12.3,2011,11
573486,13186.0,United Kingdom,84944,SET OF 6 KASHMIR FOLKART BAUBLES,6,1.65,9.899999999999999,2011,10
581193,17097.0,Spain,22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,1,0.85,0.85,2011,12
580723,15856.0,United Kingdom,22059,CERAMIC STRAWBERRY DESIGN MUG,4,0.39,1.56,2011,12
567687,17888.0,United Kingdom,22890,NOVELTY BISCUITS CAKE STAND 3 TIER,1,9.95,9.95,2011,9
578344,,United Kingdom,47566,PARTY BUNTING,1,10.79,10.79,2011,11
573328,16601.0,United Kingdom,22628,PICNIC BOXES SET OF 3 RETROSPOT ,1,4.95,4.95,2011,10
537764,16893.0,United Kingdom,82616B,FRAPPUCINO SCARF KNITTING KIT,1,2.95,2.95,2010,12
562608,15502.0,United Kingdom,23161,REGENCY CAKE FORK,48,1.25,60.0,2011,8
573094,15707.0,United Kingdom,21181,PLEASE ONE PERSON METAL SIGN,2,2.1,4.2,2011,10
571502,14422.0,United Kingdom,22089,PAPER BUNTING VINTAGE PAISLEY,6,2.95,17.700000000000003,2011,10
546654,,United Kingdom,21724,PANDA AND BUNNIES STICKER SHEET,1,1.63,1.63,2011,3
562219,15089.0,United Kingdom,35810A,ENAMEL PINK COFFEE CONTAINER,12,0.83,9.959999999999999,2011,8
550015,17735.0,United Kingdom,22383,LUNCH BAG SUKI DESIGN ,10,1.65,16.5,2011,4
546392,14587.0,United Kingdom,22334,DINOSAUR PARTY BAG + STICKER SET,1,1.65,1.65,2011,3
577539,14547.0,United Kingdom,23399,HOME SWEET HOME HANGING HEART,24,0.85,20.4,2011,11
558475,,United Kingdom,21530,DAIRY MAID TOASTRACK,1,3.29,3.29,2011,6
541220,14156.0,EIRE,22933,BAKING MOULD EASTER EGG MILK CHOC,120,2.55,306.0,2011,1
559494,,United Kingdom,22698,PINK REGENCY TEACUP AND SAUCER,1,5.79,5.79,2011,7
579499,17682.0,United Kingdom,23330,DECORATIVE WICKER HEART MEDIUM,12,1.25,15.0,2011,11
550542,,United Kingdom,82551,LAUNDRY 15C METAL SIGN,1,2.46,2.46,2011,4
574619,15952.0,United Kingdom,82494L,WOODEN FRAME ANTIQUE WHITE ,2,2.95,5.9,2011,11
540995,,United Kingdom,22862,LOVE HEART NAPKIN BOX ,1,8.29,8.29,2011,1
568984,17813.0,United Kingdom,23494,VINTAGE DOILY DELUXE SEWING KIT ,1,5.95,5.95,2011,9
555012,16814.0,United Kingdom,84879,ASSORTED COLOUR BIRD ORNAMENT,32,1.69,54.08,2011,5
578084,12465.0,Belgium,22940,FELTCRAFT CHRISTMAS FAIRY,4,4.25,17.0,2011,11
553505,12949.0,United Kingdom,23118,PARISIENNE JEWELLERY DRAWER ,2,7.5,15.0,2011,5
538351,,United Kingdom,20735,BLACK MINI TAPE MEASURE ,10,2.51,25.099999999999998,2010,12
563439,,United Kingdom,22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,1,2.46,2.46,2011,8
556937,17716.0,United Kingdom,21188,3D HEARTS  HONEYCOMB PAPER GARLAND,12,2.95,35.400000000000006,2011,6
543171,,United Kingdom,84968d,SET OF 16 VINTAGE RED CUTLERY,1,24.96,24.96,2011,2
567670,,United Kingdom,84924A,WAKE UP COCKEREL CALENDAR SIGN ,1,7.46,7.46,2011,9
547223,12867.0,United Kingdom,20969,RED FLORAL FELTCRAFT SHOULDER BAG,5,3.75,18.75,2011,3
577495,14704.0,United Kingdom,21494,ROTATING LEAVES T-LIGHT HOLDER,2,1.25,2.5,2011,11
557112,,United Kingdom,22379,RECYCLING BAG RETROSPOT ,2,4.13,8.26,2011,6
576249,17811.0,United Kingdom,47566B,TEA TIME PARTY BUNTING,1,4.95,4.95,2011,11
566094,17965.0,United Kingdom,22561,WOODEN SCHOOL COLOURING SET,5,1.65,8.25,2011,9
545545,17841.0,United Kingdom,22134,MINI LADLE LOVE HEART RED ,2,0.42,0.84,2011,3
543173,13871.0,United Kingdom,22501,PICNIC BASKET WICKER LARGE,2,9.95,19.9,2011,2
538086,12872.0,United Kingdom,47566,PARTY BUNTING,1,4.65,4.65,2010,12
555276,,United Kingdom,23135,SMALL ZINC HEART WALL ORGANISER,1,12.46,12.46,2011,6
543188,12567.0,France,22138,BAKING SET 9 PIECE RETROSPOT ,6,4.95,29.700000000000003,2011,2
563917,14572.0,United Kingdom,21992,VINTAGE PAISLEY STATIONERY SET,2,1.25,2.5,2011,8
544804,17504.0,United Kingdom,22469,HEART OF WICKER SMALL,40,1.45,58.0,2011,2
546909,14056.0,United Kingdom,23049,RECYCLED ACAPULCO MAT RED,9,8.25,74.25,2011,3
579512,,United Kingdom,23031,DRAWER KNOB CRACKLE GLAZE PINK,2,3.29,6.58,2011,11
580729,,United Kingdom,23174,REGENCY SUGAR BOWL GREEN,1,8.29,8.29,2011,12
548370,15528.0,United Kingdom,21710,FOLDING UMBRELLA PINKWHITE POLKADOT,1,4.95,4.95,2011,3
552149,13365.0,United Kingdom,22908,PACK OF 20 NAPKINS RED APPLES,12,0.85,10.2,2011,5
573576,14096.0,United Kingdom,20969,RED FLORAL FELTCRAFT SHOULDER BAG,2,7.46,14.92,2011,10
546113,14344.0,United Kingdom,20998,ROSE DU SUD OVEN GLOVE,1,2.95,2.95,2011,3
562933,,United Kingdom,23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,2,7.46,14.92,2011,8
580822,17884.0,United Kingdom,22562,MONSTERS STENCIL CRAFT,1,1.25,1.25,2011,12
542728,14006.0,United Kingdom,20725,LUNCH BAG RED RETROSPOT,20,1.65,33.0,2011,1
541811,,United Kingdom,20712,JUMBO BAG WOODLAND ANIMALS,3,4.13,12.39,2011,1
568912,17528.0,United Kingdom,23506,MINI PLAYING CARDS SPACEBOY ,5,0.42,2.1,2011,9
544934,13345.0,United Kingdom,22474,SPACEBOY TV DINNER TRAY,3,4.95,14.850000000000001,2011,2
541676,15379.0,United Kingdom,22423,REGENCY CAKESTAND 3 TIER,3,12.75,38.25,2011,1
547547,,United Kingdom,90134,OLD ROSE COMBO BEAD NECKLACE,1,2.9,2.9,2011,3
572563,12928.0,United Kingdom,20973,12 PENCIL SMALL TUBE WOODLAND,24,0.65,15.600000000000001,2011,10
581352,14698.0,United Kingdom,72811,SMALL ZINC/GLASS CANDLEHOLDER,2,1.49,2.98,2011,12
551005,,United Kingdom,85176,SEWING SUSAN 21 NEEDLE SET,1,1.63,1.63,2011,4
555540,13668.0,United Kingdom,21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,24,1.69,40.56,2011,6
568202,15366.0,United Kingdom,22569,FELTCRAFT CUSHION BUTTERFLY,4,3.75,15.0,2011,9
578843,17813.0,United Kingdom,47503A,ASS FLORAL PRINT MULTI SCREWDRIVER,1,0.42,0.42,2011,11
564646,,United Kingdom,20727,LUNCH BAG  BLACK SKULL.,11,4.96,54.56,2011,8
569461,16556.0,United Kingdom,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,12,2.89,34.68,2011,10
541875,16558.0,United Kingdom,21786,POLKADOT RAIN HAT ,24,0.42,10.08,2011,1
564835,,United Kingdom,20727,LUNCH BAG  BLACK SKULL.,1,4.13,4.13,2011,8
581410,13098.0,United Kingdom,23345, DOLLY GIRL BEAKER,12,1.25,15.0,2011,12
578924,16983.0,United Kingdom,21287,SCENTED VELVET LOUNGE CANDLE ,36,0.38,13.68,2011,11
571082,,United Kingdom,23204,CHARLOTTE BAG APPLES DESIGN,4,1.63,6.52,2011,10
565917,,United Kingdom,84946,ANTIQUE SILVER T-LIGHT GLASS,3,2.46,7.38,2011,9
541485,18118.0,United Kingdom,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,1,3.75,3.75,2011,1
552234,,United Kingdom,84031A,CHARLIE+LOLA RED HOT WATER BOTTLE ,1,4.13,4.13,2011,5
562717,,United Kingdom,20725,LUNCH BAG RED RETROSPOT,1,4.13,4.13,2011,8
550953,,United Kingdom,90209B,GREEN ENAMEL+GLASS HAIR COMB,1,2.07,2.07,2011,4
549985,15640.0,United Kingdom,23078,ICE CREAM PEN LIP GLOSS ,24,1.25,30.0,2011,4
579091,14893.0,United Kingdom,22908,PACK OF 20 NAPKINS RED APPLES,12,0.85,10.2,2011,11
547967,,United Kingdom,22294,HEART FILIGREE DOVE  SMALL,1,2.46,2.46,2011,3
540642,12681.0,France,22631,CIRCUS PARADE LUNCH BOX ,12,1.95,23.4,2011,1
555510,,United Kingdom,20963,APPLE BATH SPONGE,18,2.46,44.28,2011,6
548293,13798.0,United Kingdom,84987,SET OF 36 TEATIME PAPER DOILIES,144,1.25,180.0,2011,3
547358,15998.0,United Kingdom,22499,WOODEN UNION JACK BUNTING,2,5.95,11.9,2011,3
575034,15573.0,United Kingdom,22382,LUNCH BAG SPACEBOY DESIGN ,1,1.65,1.65,2011,11
571239,12744.0,Singapore,84997B,CHILDRENS CUTLERY RETROSPOT RED ,4,4.15,16.6,2011,10
580005,16376.0,United Kingdom,22491,PACK OF 12 COLOURED PENCILS,1,0.85,0.85,2011,12
574629,16326.0,United Kingdom,23208,LUNCH BAG VINTAGE LEAF DESIGN,1,1.65,1.65,2011,11
541424,,United Kingdom,82552,WASHROOM METAL SIGN,2,2.46,4.92,2011,1
569893,12627.0,Germany,22382,LUNCH BAG SPACEBOY DESIGN ,10,1.65,16.5,2011,10
554987,14823.0,United Kingdom,23165,LARGE CERAMIC TOP STORAGE JAR,1,1.65,1.65,2011,5
567663,14951.0,United Kingdom,85032A,ROMANTIC IMAGES GIFT WRAP SET,24,0.65,15.600000000000001,2011,9
569243,13344.0,United Kingdom,22938,CUPCAKE LACE PAPER SET 6,12,1.95,23.4,2011,10
573151,17602.0,United Kingdom,23378,PACK OF 12 50'S CHRISTMAS TISSUES,12,0.39,4.68,2011,10
548521,17735.0,United Kingdom,22721,SET OF 3 CAKE TINS SKETCHBOOK,3,4.95,14.850000000000001,2011,3
567066,13418.0,United Kingdom,22680,FRENCH BLUE METAL DOOR SIGN 5,10,1.25,12.5,2011,9
559948,12653.0,Israel,22652,TRAVEL SEWING KIT,20,1.65,33.0,2011,7
569402,12413.0,France,22457,NATURAL SLATE HEART CHALKBOARD ,6,2.95,17.700000000000003,2011,10
536401,15862.0,United Kingdom,84709B,PINK OVAL JEWELLED MIRROR,1,5.95,5.95,2010,12
578347,,United Kingdom,22418,10 COLOUR SPACEBOY PEN,1,1.63,1.63,2011,11
554942,17841.0,United Kingdom,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,6,1.25,7.5,2011,5
566603,,United Kingdom,46775D,SUNSET COLOUR CHUNKY KNITTED THROW,1,8.29,8.29,2011,9
566450,15673.0,United Kingdom,23301,GARDENERS KNEELING PAD KEEP CALM ,6,1.65,9.899999999999999,2011,9
579807,15046.0,United Kingdom,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,6,1.25,7.5,2011,11
544928,,United Kingdom,48111,DOORMAT 3 SMILEY CATS,1,15.79,15.79,2011,2
556105,13466.0,United Kingdom,22563,HAPPY STENCIL CRAFT,12,1.25,15.0,2011,6
561662,12407.0,Belgium,POST,POSTAGE,2,15.0,30.0,2011,7
548373,,United Kingdom,85094,CANDY SPOT EGG WARMER RABBIT,2,0.83,1.66,2011,3
556826,,United Kingdom,21874,GIN AND TONIC MUG,1,3.29,3.29,2011,6
559337,,United Kingdom,85039A,SET/4 RED MINI ROSE CANDLE IN BOWL,1,1.63,1.63,2011,7
567473,17841.0,United Kingdom,23394,POSTE FRANCE CUSHION COVER,1,3.75,3.75,2011,9
538523,13198.0,United Kingdom,21224,SET/4 SKULL BADGES,10,1.25,12.5,2010,12
576228,15033.0,United Kingdom,20971,PINK BLUE FELT CRAFT TRINKET BOX,1,1.25,1.25,2011,11
564643,15356.0,United Kingdom,82551,LAUNDRY 15C METAL SIGN,5,1.45,7.25,2011,8
566901,17434.0,United Kingdom,22549,PICTURE DOMINOES,12,1.45,17.4,2011,9
539595,,United Kingdom,20973,12 PENCIL SMALL TUBE WOODLAND,3,1.28,3.84,2010,12
574304,14428.0,United Kingdom,22424,ENAMEL BREAD BIN CREAM,1,12.75,12.75,2011,11
567939,16715.0,United Kingdom,23058,CHRISTMAS HANGING SNOWFLAKE,12,0.79,9.48,2011,9
557468,16713.0,United Kingdom,22384,LUNCH BAG PINK POLKADOT,3,1.65,4.949999999999999,2011,6
579167,16800.0,United Kingdom,22894,TABLECLOTH RED APPLES DESIGN ,2,9.95,19.9,2011,11
541968,13396.0,United Kingdom,22083,PAPER CHAIN KIT RETROSPOT,12,2.95,35.400000000000006,2011,1
553488,18043.0,United Kingdom,22980,PANTRY SCRUBBING BRUSH,1,1.65,1.65,2011,5
537592,17491.0,United Kingdom,22087,PAPER BUNTING WHITE LACE,12,2.95,35.400000000000006,2010,12
574675,17289.0,United Kingdom,23581,JUMBO BAG PAISLEY PARK,1,2.08,2.08,2011,11
539436,,United Kingdom,16237,SLEEPING CAT ERASERS,2,0.43,0.86,2010,12
560090,,United Kingdom,15058B,PINK POLKADOT GARDEN PARASOL,1,10.79,10.79,2011,7
577358,,United Kingdom,21215,IVORY PAPER CUP CAKE CASES ,1,1.25,1.25,2011,11
576651,14626.0,United Kingdom,22942,CHRISTMAS LIGHTS 10 SANTAS ,4,8.5,34.0,2011,11
544634,17994.0,United Kingdom,20725,LUNCH BAG RED RETROSPOT,5,1.65,8.25,2011,2
556515,,United Kingdom,21989,PACK OF 20 SKULL PAPER NAPKINS,1,1.63,1.63,2011,6
551012,,United Kingdom,20719,WOODLAND CHARLOTTE BAG,32,2.46,78.72,2011,4
561870,14911.0,EIRE,85213,MINI  ZINC GARDEN DECORATIONS ,12,0.29,3.4799999999999995,2011,7
537391,16550.0,United Kingdom,82580,BATHROOM METAL SIGN,3,0.55,1.6500000000000001,2010,12
549295,,United Kingdom,22266,EASTER DECORATION HANGING BUNNY,2,1.25,2.5,2011,4
557008,16729.0,United Kingdom,22995,TRAVEL CARD WALLET SUKI,24,0.42,10.08,2011,6
550541,,United Kingdom,72349B,SET/6 PURPLE BUTTERFLY T-LIGHTS,2,4.13,8.26,2011,4
557900,13098.0,United Kingdom,22847,BREAD BIN DINER STYLE IVORY,4,14.95,59.8,2011,6
543477,17315.0,United Kingdom,21447,12 IVORY ROSE PEG PLACE SETTINGS,12,1.25,15.0,2011,2
541703,12594.0,Italy,22380,TOY TIDY SPACEBOY  ,10,2.1,21.0,2011,1
570674,14911.0,EIRE,22232,JIGSAW TOADSTOOLS 3 PIECE,32,0.59,18.88,2011,10
558501,13871.0,United Kingdom,23012,GLASS APOTHECARY BOTTLE PERFUME,4,3.95,15.8,2011,6
561369,,United Kingdom,22182,CAKE STAND VICTORIAN FILIGREE SMALL,6,4.13,24.78,2011,7
547079,15408.0,United Kingdom,22605,WOODEN CROQUET GARDEN SET,1,14.95,14.95,2011,3
574714,15427.0,United Kingdom,22553,PLASTERS IN TIN SKULLS,2,1.65,3.3,2011,11
565434,12867.0,United Kingdom,21219,SET/4 BADGES BALLOON GIRL,3,1.25,3.75,2011,9
550297,14056.0,United Kingdom,23208,LUNCH BAG VINTAGE LEAF DESIGN,4,1.65,6.6,2011,4
555107,12594.0,Italy,22466,FAIRY TALE COTTAGE NIGHTLIGHT,24,1.95,46.8,2011,5
580431,13822.0,United Kingdom,84836,ZINC METAL HEART DECORATION,12,1.25,15.0,2011,12
577495,14704.0,United Kingdom,22991,GIRAFFE WOODEN RULER,2,1.95,3.9,2011,11
557295,12724.0,France,23208,LUNCH BAG VINTAGE LEAF DESIGN,10,1.65,16.5,2011,6
574561,,United Kingdom,21494,ROTATING LEAVES T-LIGHT HOLDER,2,2.46,4.92,2011,11
561513,,United Kingdom,21507,"ELEPHANT, BIRTHDAY CARD, ",1,0.83,0.83,2011,7
579708,12682.0,France,23480,MINI LIGHTS WOODLAND MUSHROOMS,4,3.75,15.0,2011,11
555160,14646.0,Netherlands,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,48,2.55,122.39999999999999,2011,6
539335,15291.0,United Kingdom,82486,WOOD S/3 CABINET ANT WHITE FINISH,24,6.95,166.8,2010,12
570718,12518.0,Germany,22274,FELTCRAFT DOLL EMILY,6,2.95,17.700000000000003,2011,10
543985,,United Kingdom,85131A,BEADED PEARL HEART WHITE ON STICK,2,0.83,1.66,2011,2
568654,14911.0,EIRE,22601,CHRISTMAS RETROSPOT ANGEL WOOD,12,0.85,10.2,2011,9
574481,18022.0,United Kingdom,23177,TREASURE ISLAND BOOK BOX,1,2.25,2.25,2011,11
570197,13755.0,United Kingdom,82552,WASHROOM METAL SIGN,1,1.45,1.45,2011,10
546999,17133.0,United Kingdom,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2.55,81.6,2011,3
550447,16033.0,United Kingdom,22427,ENAMEL FLOWER JUG CREAM,1,5.95,5.95,2011,4
544681,,United Kingdom,21240,BLUE POLKADOT CUP,2,1.63,3.26,2011,2
570664,16362.0,United Kingdom,23101,SILVER STARS TABLE DECORATION,12,0.83,9.959999999999999,2011,10
579942,16145.0,United Kingdom,23575,SNACK TRAY PAISLEY PARK,8,1.95,15.6,2011,12
573083,13735.0,United Kingdom,22607,WOODEN ROUNDERS GARDEN SET ,4,9.95,39.8,2011,10
541658,15529.0,United Kingdom,22385,JUMBO BAG SPACEBOY DESIGN,1,1.95,1.95,2011,1
570177,17509.0,United Kingdom,22750,FELTCRAFT PRINCESS LOLA DOLL,4,3.75,15.0,2011,10
562340,13985.0,United Kingdom,23256,CHILDRENS CUTLERY SPACEBOY ,4,4.15,16.6,2011,8
578996,13991.0,United Kingdom,23343,JUMBO BAG VINTAGE CHRISTMAS ,1,2.08,2.08,2011,11
537334,16719.0,United Kingdom,22435,SET OF 9 HEART SHAPED BALLOONS,4,1.25,5.0,2010,12
550938,16019.0,United Kingdom,47566,PARTY BUNTING,8,4.95,39.6,2011,4
540514,15708.0,United Kingdom,21733,RED HANGING HEART T-LIGHT HOLDER,6,2.95,17.700000000000003,2011,1
565579,18283.0,United Kingdom,23344,JUMBO BAG 50'S CHRISTMAS ,2,2.08,4.16,2011,9
550500,,United Kingdom,85099C,JUMBO  BAG BAROQUE BLACK WHITE,1,4.13,4.13,2011,4
563522,17975.0,United Kingdom,21677,HEARTS  STICKERS,6,0.85,5.1,2011,8
571061,,United Kingdom,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,1,5.79,5.79,2011,10
556826,,United Kingdom,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,6,4.13,24.78,2011,6
541263,16843.0,United Kingdom,22969,HOMEMADE JAM SCENTED CANDLES,60,1.45,87.0,2011,1
564843,15866.0,United Kingdom,22666,RECIPE BOX PANTRY YELLOW DESIGN,1,2.95,2.95,2011,8
552469,12867.0,United Kingdom,21509,COWBOYS AND INDIANS BIRTHDAY CARD ,12,0.42,5.04,2011,5
542231,16714.0,United Kingdom,22553,PLASTERS IN TIN SKULLS,4,1.65,6.6,2011,1
563613,12688.0,Israel,23294,SET OF 6 SNACK LOAF BAKING CASES,8,0.83,6.64,2011,8
570650,13263.0,United Kingdom,21819,GLITTER CHRISTMAS STAR ,10,0.39,3.9000000000000004,2011,10
579291,,United Kingdom,20723,STRAWBERRY CHARLOTTE BAG,45,2.46,110.7,2011,11
576840,,United Kingdom,82581,TOILET METAL SIGN,1,1.25,1.25,2011,11
541969,,United Kingdom,85132C,CHARLIE AND LOLA FIGURES TINS,1,8.29,8.29,2011,1
578103,17554.0,United Kingdom,23322,LARGE WHITE HEART OF WICKER,6,2.95,17.700000000000003,2011,11
541597,14031.0,United Kingdom,22567,20 DOLLY PEGS RETROSPOT,1,1.25,1.25,2011,1
547920,14730.0,United Kingdom,21038,SET/4 MODERN VINTAGE COTTON NAPKINS,5,0.79,3.95,2011,3
562113,,United Kingdom,22384,LUNCH BAG PINK POLKADOT,1,4.13,4.13,2011,8
545062,12748.0,United Kingdom,21912,VINTAGE SNAKES & LADDERS,1,3.75,3.75,2011,2
557277,16484.0,United Kingdom,22138,BAKING SET 9 PIECE RETROSPOT ,3,4.95,14.850000000000001,2011,6
541845,15167.0,United Kingdom,21314,SMALL GLASS HEART TRINKET POT,1,2.1,2.1,2011,1
